Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost
Office Supplies,Buenos Aires,Argentina,DL-128655,Dan Lawera,LATAM,3/27/2015,MX-2015-DL128655-42090,Medium,,OFF-ST-4029,"Eldon Box, Industrial",South America,Consumer,4/1/2015,Standard Class,Buenos Aires,Storage,0.4,4.452,7,30.072,2.014
Office Supplies,Vassouras,Brazil,MW-1822018,Mitch Webber,LATAM,4/1/2015,US-2015-MW1822018-42095,High,,OFF-FA-6201,"Stockwell Staples, 12 Pack",South America,Consumer,4/1/2015,Same Day,Rio de Janeiro,Fasteners,0.6,-4.784,2,5.456,1.721
Office Supplies,Vassouras,Brazil,MW-1822018,Mitch Webber,LATAM,4/1/2015,US-2015-MW1822018-42095,High,,OFF-BI-3293,"Avery Index Tab, Clear",South America,Consumer,4/1/2015,Same Day,Rio de Janeiro,Binders,0.6,-1.792,2,3.088,1.555
Office Supplies,Panama City,Panama,BF-1102098,Barry Französisch,LATAM,3/28/2015,MX-2015-BF1102098-42091,Medium,,OFF-EN-4909,"Jiffy Clasp Envelope, with clear poly window",Central America,Corporate,4/1/2015,Standard Class,Panama,Envelopes,0.4,0.912000000,3,14.472,1.493
Office Supplies,Buenos Aires,Argentina,MW-182205,Mitch Webber,LATAM,4/1/2015,US-2015-MW182205-42095,Critical,,OFF-BI-3293,"Avery Index Tab, Clear",South America,Consumer,4/1/2015,Same Day,Buenos Aires,Binders,0.7,-2.564,2,2.316,1.349
Furniture,Ensenada,Mexico,DC-1328582,Debra Catini,LATAM,3/28/2015,MX-2015-DC1328582-42091,High,,FUR-TA-5067,"Lesro Training Table, Adjustable Height",Central America,Consumer,3/30/2015,First Class,Baja California,Tables,0.2,126.336,7,1011.696,205.218
Technology,Los Mochis,Mexico,CA-1231082,Christine Abelman,LATAM,3/26/2015,MX-2015-CA1231082-42089,Medium,,TEC-CO-4592,"Hewlett Wireless Fax, High-Speed",Central America,Corporate,3/30/2015,Second Class,Sinaloa,Copiers,0.002,150.31096,2,503.51096,64.427
Technology,Santiago,Chile,RM-1937526,Raymond Messe,LATAM,3/27/2015,MX-2015-RM1937526-42090,Critical,,TEC-CO-4572,"Hewlett Fax and Copier, Digital",South America,Consumer,3/30/2015,First Class,Santiago,Copiers,0.002,91.88664,2,256.16664,55.763
Office Supplies,Villa Canales,Guatemala,TH-2155051,Tracy Hopkins,LATAM,3/24/2015,MX-2015-TH2155051-42087,Medium,,OFF-ST-5700,"Rogers Lockers, Blue",Central America,Home Office,3/30/2015,Standard Class,Guatemala,Storage,0,21.1,5,705.4,28.735
Technology,Ensenada,Mexico,DC-1328582,Debra Catini,LATAM,3/28/2015,MX-2015-DC1328582-42091,High,,TEC-AC-5206,"Memorex Memory Card, USB",Central America,Consumer,3/30/2015,First Class,Baja California,Accessories,0,88.8,5,341.6,28.486
Furniture,Ensenada,Mexico,DC-1328582,Debra Catini,LATAM,3/28/2015,MX-2015-DC1328582-42091,High,,FUR-BO-4845,"Ikea 3-Shelf Cabinet, Mobile",Central America,Consumer,3/30/2015,First Class,Baja California,Bookcases,0.2,15.424,2,154.624,10.728
Office Supplies,Ensenada,Mexico,DC-1328582,Debra Catini,LATAM,3/28/2015,MX-2015-DC1328582-42091,High,,OFF-PA-4480,"Green Bar Note Cards, Premium",Central America,Consumer,3/30/2015,First Class,Baja California,Paper,0,8.72,2,41.6,8.395
Furniture,Ensenada,Mexico,DC-1328582,Debra Catini,LATAM,3/28/2015,MX-2015-DC1328582-42091,High,,FUR-CH-5435,"Office Star Bag Chairs, Red",Central America,Consumer,3/30/2015,First Class,Baja California,Chairs,0.2,9.24,5,147.84,3.317
Office Supplies,Villa Canales,Guatemala,TH-2155051,Tracy Hopkins,LATAM,3/24/2015,MX-2015-TH2155051-42087,Medium,,OFF-EN-3660,"Cameo Clasp Envelope, with clear poly window",Central America,Home Office,3/30/2015,Standard Class,Guatemala,Envelopes,0,6.48,3,26.1,1.605
Furniture,Zapopan,Mexico,MC-1763582,Matthew Clasen,LATAM,3/24/2015,US-2015-MC1763582-42087,High,,FUR-TA-5053,"Lesro Coffee Table, with Bottom Storage",Central America,Corporate,3/29/2015,Standard Class,Jalisco,Tables,0.2,-100.8,3,403.2,41.076
Office Supplies,Santiago,Chile,DK-1289526,Dana Kaydos,LATAM,3/27/2015,MX-2015-DK1289526-42090,Medium,,OFF-FA-2957,"Accos Staples, Bulk Pack",South America,Consumer,3/29/2015,First Class,Santiago,Fasteners,0,13.5,5,36.5,3.867
Office Supplies,Zapopan,Mexico,MC-1763582,Matthew Clasen,LATAM,3/24/2015,US-2015-MC1763582-42087,High,,OFF-PA-6605,"Xerox Computer Printout Paper, 8.5 x 11",Central America,Corporate,3/29/2015,Standard Class,Jalisco,Paper,0,0.8,2,40.64,3.845
Office Supplies,Santiago,Chile,DK-1289526,Dana Kaydos,LATAM,3/27/2015,MX-2015-DK1289526-42090,Medium,,OFF-ST-4259,"Fellowes File Cart, Single Width",South America,Consumer,3/29/2015,First Class,Santiago,Storage,0,54.9,5,457.8,3.46
Furniture,Juárez,Mexico,NF-1838582,Natalie Fritzler,LATAM,3/24/2015,MX-2015-NF1838582-42087,High,,FUR-TA-3359,"Barricks Wood Table, with Bottom Storage",Central America,Consumer,3/28/2015,Standard Class,Chihuahua,Tables,0.2,689.088,8,2205.568,245.067
Technology,Juárez,Mexico,NF-1838582,Natalie Fritzler,LATAM,3/24/2015,MX-2015-NF1838582-42087,High,,TEC-AC-5874,"SanDisk Memory Card, Programmable",Central America,Consumer,3/28/2015,Standard Class,Chihuahua,Accessories,0,174.6,5,379.7,58.468
Technology,Puerto Montt,Chile,TB-2152026,Tracy Blumstein,LATAM,3/28/2015,MX-2015-TB2152026-42091,High,,TEC-PH-5346,"Nokia Office Telephone, Cordless",South America,Consumer,3/28/2015,Same Day,Los Lagos,Phones,0,10.86,3,135.96,34.9
Furniture,Buenos Aires,Argentina,NP-183255,Naresj Patel,LATAM,3/24/2015,US-2015-NP183255-42087,Medium,,FUR-BO-3639,"Bush Library with Doors, Metal",South America,Consumer,3/28/2015,Standard Class,Buenos Aires,Bookcases,0.4,-116.416,2,291.024,20.301
Furniture,Juárez,Mexico,NF-1838582,Natalie Fritzler,LATAM,3/24/2015,MX-2015-NF1838582-42087,High,,FUR-FU-3030,"Advantus Door Stop, Erganomic",Central America,Consumer,3/28/2015,Standard Class,Chihuahua,Furnishings,0.4,-21.84,3,52.38,8.069
Technology,Buenos Aires,Argentina,NP-183255,Naresj Patel,LATAM,3/24/2015,US-2015-NP183255-42087,Medium,,TEC-PH-3798,"Cisco Office Telephone, VoIP",South America,Consumer,3/28/2015,Standard Class,Buenos Aires,Phones,0.4,1.04,2,64.44,4.905
Office Supplies,Colón,Panama,MP-1817598,Mike Pelletier,LATAM,3/21/2015,US-2015-MP1817598-42084,Medium,,OFF-LA-4660,"Hon File Folder Labels, Laser Printer Compatible",Central America,Home Office,3/28/2015,Standard Class,Colón,Labels,0.4,-9.216,4,13.824,2.026
Furniture,Guadalajara,Mexico,AR-1082582,Anthony Rawles,LATAM,3/25/2015,MX-2015-AR1082582-42088,High,,FUR-BO-5771,"Safco Corner Shelving, Traditional",Central America,Corporate,3/27/2015,First Class,Jalisco,Bookcases,0.2,224.028,9,717.408,103.03
Technology,San Miguelito,Panama,DB-1366098,Duane Benoit,LATAM,3/25/2015,US-2015-DB1366098-42088,High,,TEC-CO-4765,"HP Copy Machine, Color",Central America,Consumer,3/27/2015,Second Class,Panama,Copiers,0.402,-165.0742,5,488.6258,75.536
Office Supplies,San Miguelito,Panama,DB-1366098,Duane Benoit,LATAM,3/25/2015,US-2015-DB1366098-42088,High,,OFF-ST-4267,"Fellowes Lockers, Industrial",Central America,Consumer,3/27/2015,Second Class,Panama,Storage,0.4,-210.624,4,332.496,61.009
Office Supplies,Santa Ana,El Salvador,IM-1507039,Irene Maddox,LATAM,3/27/2015,MX-2015-IM1507039-42090,Medium,,OFF-AR-6118,"Stanley Pencil Sharpener, Easy-Erase",Central America,Consumer,3/27/2015,Same Day,Santa Ana,Art,0,62.4,10,173.6,15.875
Technology,Tlalpan,Mexico,DO-1343582,Denny Ordway,LATAM,3/22/2015,MX-2015-DO1343582-42085,High,,TEC-AC-5129,"Logitech Mouse, USB",Central America,Consumer,3/27/2015,Standard Class,Distrito Federal,Accessories,0,21.2,4,78.64,7.51
Furniture,Guadalajara,Mexico,SW-2045582,Shaun Weien,LATAM,3/24/2015,US-2015-SW2045582-42087,Medium,,FUR-BO-3648,"Bush Stackable Bookrack, Traditional",Central America,Consumer,3/27/2015,Second Class,Jalisco,Bookcases,0.2,-2.476,1,65.584,7.179
Office Supplies,Guadalajara,Mexico,AR-1082582,Anthony Rawles,LATAM,3/25/2015,MX-2015-AR1082582-42088,High,,OFF-AR-5924,"Sanford Pens, Blue",Central America,Corporate,3/27/2015,First Class,Jalisco,Art,0,5.44,2,14.8,2.742
Office Supplies,Cienfuegos,Cuba,AG-1033031,Alex Grayson,LATAM,3/26/2015,MX-2015-AG1033031-42089,High,,OFF-LA-4550,"Harbour Creations Round Labels, Alphabetical",Caribbean,Consumer,3/27/2015,First Class,Cienfuegos,Labels,0,3.12,2,8.76,1.466
Furniture,Caxias do Sul,Brazil,KC-1625518,Karen Carlisle,LATAM,3/20/2015,MX-2015-KC1625518-42083,Medium,,FUR-BO-5961,"Sauder Floating Shelf Set, Pine",South America,Corporate,3/26/2015,Standard Class,Rio Grande do Sul,Bookcases,0,215.5,5,653.1,70.088
Furniture,Caxias do Sul,Brazil,KC-1625518,Karen Carlisle,LATAM,3/20/2015,MX-2015-KC1625518-42083,Medium,,FUR-BO-3635,"Bush Floating Shelf Set, Mobile",South America,Corporate,3/26/2015,Standard Class,Rio Grande do Sul,Bookcases,0,120.48,4,463.44,30.617
Furniture,Piedras Negras,Mexico,EH-1394582,Eric Hoffmann,LATAM,3/22/2015,US-2015-EH1394582-42085,High,,FUR-BO-4856,"Ikea Floating Shelf Set, Metal",Central America,Consumer,3/26/2015,Standard Class,Coahuila,Bookcases,0.2,-11.32,2,181.12,19.886
Office Supplies,Piedras Negras,Mexico,EH-1394582,Eric Hoffmann,LATAM,3/22/2015,US-2015-EH1394582-42085,High,,OFF-AR-3483,"Binney & Smith Highlighters, Fluorescent",Central America,Consumer,3/26/2015,Standard Class,Coahuila,Art,0,11.3,5,59.5,6.795
Furniture,Piedras Negras,Mexico,EH-1394582,Eric Hoffmann,LATAM,3/22/2015,US-2015-EH1394582-42085,High,,FUR-CH-5397,"Novimex Rocking Chair, Set of Two",Central America,Consumer,3/26/2015,Standard Class,Coahuila,Chairs,0.2,14.256,1,71.296,5.84
Office Supplies,Carrefour,Haiti,KT-1646554,Kean Takahito,LATAM,3/21/2015,US-2015-KT1646554-42084,Medium,,OFF-BI-2897,"Acco Binder, Economy",Caribbean,Consumer,3/25/2015,Standard Class,Ouest,Binders,0.4,-14.28,14,84.84,5.305
Office Supplies,Carrefour,Haiti,KT-1646554,Kean Takahito,LATAM,3/21/2015,US-2015-KT1646554-42084,Medium,,OFF-PA-5847,"SanDisk Cards & Envelopes, 8.5 x 11",Caribbean,Consumer,3/25/2015,Standard Class,Ouest,Paper,0.4,-36.828,3,63.072,4.035
Office Supplies,San Salvador,El Salvador,LT-1711039,Liz Thompson,LATAM,3/21/2015,MX-2015-LT1711039-42084,Medium,,OFF-BI-6400,"Wilson Jones Hole Reinforcements, Recycled",Central America,Consumer,3/25/2015,Second Class,San Salvador,Binders,0,3.52,4,13.04,1.997
Office Supplies,Santo Domingo,Dominican Republic,CH-1207036,Cathy Hwang,LATAM,3/21/2015,US-2015-CH1207036-42084,Medium,,OFF-AP-3563,"Breville Blender, Black",Caribbean,Home Office,3/24/2015,First Class,Santo Domingo,Appliances,0.2,25.092,3,143.472,21.646
Office Supplies,San Salvador,El Salvador,SL-2015539,Sara Luxemburg,LATAM,3/19/2015,MX-2015-SL2015539-42082,High,,OFF-SU-4117,"Elite Box Cutter, High Speed",Central America,Home Office,3/24/2015,Standard Class,San Salvador,Supplies,0,18.6,5,116.3,16.443
Technology,Santo Domingo,Dominican Republic,CH-1207036,Cathy Hwang,LATAM,3/21/2015,US-2015-CH1207036-42084,Medium,,TEC-MA-5576,"Panasonic Receipt Printer, Red",Caribbean,Home Office,3/24/2015,First Class,Santo Domingo,Machines,0.7,-377.84,8,188.88,13.631
Technology,Acuña,Mexico,EB-1397582,Erica Bern,LATAM,3/21/2015,MX-2015-EB1397582-42084,High,,TEC-AC-4171,"Enermax Mouse, Bluetooth",Central America,Corporate,3/24/2015,Second Class,Coahuila,Accessories,0,60.4,5,134.3,12.259
Office Supplies,Acuña,Mexico,EB-1397582,Erica Bern,LATAM,3/21/2015,MX-2015-EB1397582-42084,High,,OFF-BI-3187,"Avery 3-Hole Punch, Durable",Central America,Corporate,3/24/2015,Second Class,Coahuila,Binders,0,5.48,1,19.58,2.003
Office Supplies,Milpa Alta,Mexico,VP-2176082,Victoria Pisteka,LATAM,3/19/2015,US-2015-VP2176082-42082,High,,OFF-SU-3002,"Acme Trimmer, High Speed",Central America,Corporate,3/23/2015,Standard Class,Distrito Federal,Supplies,0,19.56,6,178.32,14.671
Furniture,Milpa Alta,Mexico,VP-2176082,Victoria Pisteka,LATAM,3/19/2015,US-2015-VP2176082-42082,High,,FUR-FU-4084,"Eldon Photo Frame, Duo Pack",Central America,Corporate,3/23/2015,Standard Class,Distrito Federal,Furnishings,0.4,-13.972,1,23.268,3.217
Office Supplies,São Paulo,Brazil,SO-2033518,Sean O'Donnell,LATAM,3/19/2015,MX-2015-SO2033518-42082,High,,OFF-FA-5481,"OIC Staples, Assorted Sizes",South America,Consumer,3/23/2015,Standard Class,São Paulo,Fasteners,0,7.68,3,17.58,1.816
Office Supplies,Milpa Alta,Mexico,VP-2176082,Victoria Pisteka,LATAM,3/19/2015,US-2015-VP2176082-42082,High,,OFF-PA-4007,"Eaton Parchment Paper, Premium",Central America,Corporate,3/23/2015,Standard Class,Distrito Federal,Paper,0,8.58,3,26.94,1.182
Furniture,Santo Domingo,Dominican Republic,MC-1760536,Matt Connell,LATAM,3/18/2015,US-2015-MC1760536-42081,High,,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Caribbean,Corporate,3/22/2015,Standard Class,Santo Domingo,Chairs,0.2,-45.540000000,5,1212.56,199.986
Technology,Contramaestre,Cuba,Dp-1324031,Dean percer,LATAM,3/17/2015,MX-2015-Dp1324031-42080,Medium,,TEC-PH-5263,"Motorola Signal Booster, Cordless",Caribbean,Home Office,3/22/2015,Second Class,Santiago de Cuba,Phones,0,209.2,5,486.6,53.291
Furniture,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,FUR-CH-5794,"SAFCO Rocking Chair, Black",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Chairs,0,108.6,3,264.96,35.197
Office Supplies,Santiago,Chile,RF-1934526,Randy Ferguson,LATAM,3/20/2015,MX-2015-RF1934526-42083,High,,OFF-AR-5920,"Sanford Markers, Water Color",South America,Corporate,3/22/2015,First Class,Santiago,Art,0,35.2,8,140.96,28.962
Technology,San Salvador,El Salvador,MG-1765039,Matthew Grinstein,LATAM,3/18/2015,MX-2015-MG1765039-42081,Medium,,TEC-CO-4767,"HP Copy Machine, Laser",Central America,Home Office,3/22/2015,Standard Class,San Salvador,Copiers,0.002,8.74668,3,485.68668,22.186
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-ST-4260,"Fellowes File Cart, Wire Frame",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Storage,0,18.16,4,363.68,19.116
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-ST-5693,"Rogers File Cart, Single Width",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Storage,0,75.76,2,189.44,18.29
Office Supplies,Contramaestre,Cuba,Dp-1324031,Dean percer,LATAM,3/17/2015,MX-2015-Dp1324031-42080,Medium,,OFF-SU-3002,"Acme Trimmer, High Speed",Caribbean,Home Office,3/22/2015,Second Class,Santiago de Cuba,Supplies,0,13.04,4,118.88,17.295
Furniture,Tegucigalpa,Honduras,SP-2062055,Stefania Perrino,LATAM,3/17/2015,US-2015-SP2062055-42080,High,,FUR-FU-6237,"Tenex Clock, Duo Pack",Central America,Corporate,3/22/2015,Standard Class,Francisco Morazán,Furnishings,0.4,-2.028,3,60.372,10.683
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-AR-3554,"Boston Sketch Pad, Fluorescent",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Art,0,39.84,3,99.72,8.419
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-SU-4134,"Elite Shears, Steel",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Supplies,0,0,3,92.82,6.258
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-PA-6620,"Xerox Note Cards, Recycled",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Paper,0,12.6,3,52.56,6.215
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-BI-3718,"Cardinal Binder Covers, Economy",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Binders,0,6.4,5,40,5.47
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-ST-5687,"Rogers Box, Industrial",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Storage,0,24.08,4,65.2,5.14
Office Supplies,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,OFF-PA-5878,"SanDisk Message Books, Premium",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Paper,0,15.24,3,47.64,4.685
Office Supplies,Contramaestre,Cuba,Dp-1324031,Dean percer,LATAM,3/17/2015,MX-2015-Dp1324031-42080,Medium,,OFF-FA-6206,"Stockwell Thumb Tacks, Assorted Sizes",Caribbean,Home Office,3/22/2015,Second Class,Santiago de Cuba,Fasteners,0,3.72,6,42.36,3.501
Technology,San Salvador,El Salvador,FH-1436539,Fred Hopkins,LATAM,3/18/2015,MX-2015-FH1436539-42081,High,,TEC-AC-5888,"SanDisk Numeric Keypad, Erganomic",Central America,Corporate,3/22/2015,Standard Class,San Salvador,Accessories,0,5.68,1,37.9,2.509
Office Supplies,Santo Domingo,Dominican Republic,MC-1760536,Matt Connell,LATAM,3/18/2015,US-2015-MC1760536-42081,High,,OFF-BI-4808,"Ibico Binder Covers, Durable",Caribbean,Corporate,3/22/2015,Standard Class,Santo Domingo,Binders,0.2,-3.96,3,24.24,2.503
Office Supplies,Apodaca,Mexico,VD-2167082,Valerie Dominguez,LATAM,3/17/2015,MX-2015-VD2167082-42080,Medium,,OFF-EN-3088,"Ames Business Envelopes, Recycled",Central America,Consumer,3/22/2015,Standard Class,Nuevo León,Envelopes,0,10.56,3,34.08,2.49
Furniture,Apodaca,Mexico,VD-2167082,Valerie Dominguez,LATAM,3/17/2015,MX-2015-VD2167082-42080,Medium,,FUR-FU-3036,"Advantus Light Bulb, Black",Central America,Consumer,3/22/2015,Standard Class,Nuevo León,Furnishings,0.4,-6.448,4,32.112,2.26
Office Supplies,San Salvador,El Salvador,MG-1765039,Matthew Grinstein,LATAM,3/18/2015,MX-2015-MG1765039-42081,Medium,,OFF-EN-4452,"GlobeWeis Peel and Seal, Security-Tint",Central America,Home Office,3/22/2015,Standard Class,San Salvador,Envelopes,0,10.12,2,31.72,2.139
Office Supplies,Jataí,Brazil,RD-1990018,Ruben Dartt,LATAM,3/17/2015,MX-2015-RD1990018-42080,Medium,,OFF-ST-6231,"Tenex Box, Wire Frame",South America,Consumer,3/22/2015,Standard Class,Goiás,Storage,0,2.88,2,20.76,1.446
Office Supplies,Apodaca,Mexico,VD-2167082,Valerie Dominguez,LATAM,3/17/2015,MX-2015-VD2167082-42080,Medium,,OFF-BI-6404,"Wilson Jones Index Tab, Economy",Central America,Consumer,3/22/2015,Standard Class,Nuevo León,Binders,0,1.72,2,8.6,1.401
Office Supplies,La Vega,Dominican Republic,EH-1399036,Erica Hackney,LATAM,3/20/2015,MX-2015-EH1399036-42083,Medium,,OFF-FA-5483,"OIC Staples, Metal",Caribbean,Consumer,3/22/2015,Second Class,La Vega,Fasteners,0.2,6.384,7,42.784,1.213
Office Supplies,Morelia,Mexico,BE-1133582,Bill Eplett,LATAM,3/19/2015,MX-2015-BE1133582-42082,High,,OFF-AP-4745,"Hoover Stove, White",Central America,Home Office,3/21/2015,First Class,Michoacán,Appliances,0,887.6,5,1888.7,465.918
Technology,Morelia,Mexico,BE-1133582,Bill Eplett,LATAM,3/19/2015,MX-2015-BE1133582-42082,High,,TEC-PH-5251,"Motorola Headset, Cordless",Central America,Home Office,3/21/2015,First Class,Michoacán,Phones,0,15.36,4,220.24,45.974
Office Supplies,Morelia,Mexico,BE-1133582,Bill Eplett,LATAM,3/19/2015,MX-2015-BE1133582-42082,High,,OFF-AP-4970,"KitchenAid Toaster, Silver",Central America,Home Office,3/21/2015,First Class,Michoacán,Appliances,0,35.56,2,114.76,27.799
Technology,Santo Domingo,Dominican Republic,LC-1714036,Logan Currie,LATAM,3/17/2015,MX-2015-LC1714036-42080,Medium,,TEC-CO-4589,"Hewlett Personal Copier, Laser",Caribbean,Consumer,3/21/2015,Standard Class,Santo Domingo,Copiers,0.202,119.94984,6,460.50984,24.54
Technology,Mexico City,Mexico,RD-1990082,Ruben Dartt,LATAM,3/17/2015,MX-2015-RD1990082-42080,Medium,,TEC-PH-5846,"Samsung Speaker Phone, with Caller ID",Central America,Consumer,3/21/2015,Standard Class,Distrito Federal,Phones,0,76.38,3,246.48,15.524
Furniture,Jurema,Brazil,FW-1439518,Fred Wasserman,LATAM,3/18/2015,MX-2015-FW1439518-42081,Critical,,FUR-FU-5732,"Rubbermaid Light Bulb, Duo Pack",South America,Corporate,3/21/2015,First Class,Pernambuco,Furnishings,0,16.2,3,37.8,10.56
Office Supplies,Morelia,Mexico,BE-1133582,Bill Eplett,LATAM,3/19/2015,MX-2015-BE1133582-42082,High,,OFF-AP-4738,"Hoover Refrigerator, White",Central America,Home Office,3/21/2015,First Class,Michoacán,Appliances,0,157.32,3,1048.8,8.916
Furniture,Huancayo,Peru,AM-10360101,Alice McCarthy,LATAM,3/14/2015,US-2015-AM10360101-42077,Medium,,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",South America,Corporate,3/20/2015,Standard Class,Junín,Chairs,0.4,-101.124,3,551.556,55.138
Furniture,Uruguaiana,Brazil,JM-1619518,Justin MacKendrick,LATAM,3/13/2015,MX-2015-JM1619518-42076,Low,,FUR-CH-4697,"Hon Steel Folding Chair, Adjustable",South America,Consumer,3/20/2015,Standard Class,Rio Grande do Sul,Chairs,0,31.86,3,167.82,34.224
Furniture,Duque de Caxias,Brazil,NF-1859518,Nicole Fjeld,LATAM,3/14/2015,MX-2015-NF1859518-42077,Medium,,FUR-BO-3628,"Bush Corner Shelving, Metal",South America,Home Office,3/20/2015,Standard Class,Rio de Janeiro,Bookcases,0,21.36,2,164.6,9.245
Office Supplies,Duque de Caxias,Brazil,NF-1859518,Nicole Fjeld,LATAM,3/14/2015,MX-2015-NF1859518-42077,Medium,,OFF-SU-2968,"Acme Box Cutter, Steel",South America,Home Office,3/20/2015,Standard Class,Rio de Janeiro,Supplies,0,7.44,2,49.6,3.612
Office Supplies,Huancayo,Peru,AM-10360101,Alice McCarthy,LATAM,3/14/2015,US-2015-AM10360101-42077,Medium,,OFF-SU-6163,"Stiletto Box Cutter, Steel",South America,Corporate,3/20/2015,Standard Class,Junín,Supplies,0.4,4.944000000,3,42.444,3.317
Office Supplies,Huancayo,Peru,AM-10360101,Alice McCarthy,LATAM,3/14/2015,US-2015-AM10360101-42077,Medium,,OFF-EN-3104,"Ames Manila Envelope, Recycled",South America,Corporate,3/20/2015,Standard Class,Junín,Envelopes,0.4,-10.812,3,28.188,2.467
Office Supplies,Uruguaiana,Brazil,JM-1619518,Justin MacKendrick,LATAM,3/13/2015,MX-2015-JM1619518-42076,Low,,OFF-FA-6202,"Stockwell Staples, Assorted Sizes",South America,Consumer,3/20/2015,Standard Class,Rio Grande do Sul,Fasteners,0,4.4,2,11,1.385
Technology,Santo Domingo,Dominican Republic,HD-1478536,Harold Dahlen,LATAM,3/12/2015,MX-2015-HD1478536-42075,Medium,,TEC-PH-5273,"Motorola Speaker Phone, with Caller ID",Caribbean,Home Office,3/19/2015,Standard Class,Santo Domingo,Phones,0.2,108.08,5,346.08,26.347
Office Supplies,Santiago de los Caballeros,Dominican Republic,SV-2081536,Stuart Van,LATAM,3/12/2015,US-2015-SV2081536-42075,Medium,,OFF-ST-6248,"Tenex File Cart, Single Width",Caribbean,Corporate,3/19/2015,Standard Class,Santiago,Storage,0.2,58.06,5,357.76,23.237
Furniture,San Salvador,El Salvador,JW-1522039,Jane Waco,LATAM,3/14/2015,MX-2015-JW1522039-42077,Medium,,FUR-CH-4655,"Hon Executive Leather Armchair, Black",Central America,Corporate,3/19/2015,Standard Class,San Salvador,Chairs,0,201.12,2,609.52,6.646
Furniture,León,Mexico,Co-1264082,Corey-Lock,LATAM,3/14/2015,US-2015-Co1264082-42077,Medium,,FUR-CH-5439,"Office Star Chairmat, Red",Central America,Consumer,3/19/2015,Standard Class,Guanajuato,Chairs,0.2,-6.152,2,70.208,4.369
Office Supplies,Santiago de los Caballeros,Dominican Republic,SV-2081536,Stuart Van,LATAM,3/12/2015,US-2015-SV2081536-42075,Medium,,OFF-SU-4132,"Elite Shears, High Speed",Caribbean,Corporate,3/19/2015,Standard Class,Santiago,Supplies,0.2,-16.944,3,75.216,2.379
Office Supplies,San Salvador,El Salvador,JW-1522039,Jane Waco,LATAM,3/14/2015,MX-2015-JW1522039-42077,Medium,,OFF-FA-6206,"Stockwell Thumb Tacks, Assorted Sizes",Central America,Corporate,3/19/2015,Standard Class,San Salvador,Fasteners,0,3.1,5,35.3,2.069
Office Supplies,Santiago de los Caballeros,Dominican Republic,SV-2081536,Stuart Van,LATAM,3/12/2015,US-2015-SV2081536-42075,Medium,,OFF-EN-3655,"Cameo Business Envelopes, Security-Tint",Caribbean,Corporate,3/19/2015,Standard Class,Santiago,Envelopes,0.2,4.38,3,27.12,1.782
Office Supplies,San Salvador,El Salvador,JW-1522039,Jane Waco,LATAM,3/14/2015,MX-2015-JW1522039-42077,Medium,,OFF-EN-3675,"Cameo Peel and Seal, Set of 50",Central America,Corporate,3/19/2015,Standard Class,San Salvador,Envelopes,0,1.68,2,28,1.266
Technology,Tegucigalpa,Honduras,SS-2051555,Shirley Schmidt,LATAM,3/18/2015,US-2015-SS2051555-42081,Medium,,TEC-AC-5883,"SanDisk Mouse, USB",Central America,Home Office,3/18/2015,Same Day,Francisco Morazán,Accessories,0.4,-14.384,2,30.816,6.809
